"txn_year","pr","u_count"
2022-01-01 00:00:00.000 +0300,6,18377
2021-01-01 00:00:00.000 +0300,95,777
2021-01-01 00:00:00.000 +0300,428,8530
2020-01-01 00:00:00.000 +0300,94,2761
2023-01-01 00:00:00.000 +0300,200,4527
2020-01-01 00:00:00.000 +0300,8,15699
2023-01-01 00:00:00.000 +0300,637,11
2024-01-01 00:00:00.000 +0300,235,557
2022-01-01 00:00:00.000 +0300,231,83
2025-01-01 00:00:00.000 +0300,151,21
2022-01-01 00:00:00.000 +0300,176,322
2020-01-01 00:00:00.000 +0300,70,1
2025-01-01 00:00:00.000 +0300,95,168
2020-01-01 00:00:00.000 +0300,487,39565
2021-01-01 00:00:00.000 +0300,133,1310
2021-01-01 00:00:00.000 +0300,477,112897
2024-01-01 00:00:00.000 +0300,704,74
2023-01-01 00:00:00.000 +0300,402,529
2023-01-01 00:00:00.000 +0300,183,1796
2023-01-01 00:00:00.000 +0300,631,107
2020-01-01 00:00:00.000 +0300,194,172
2020-01-01 00:00:00.000 +0300,534,28
2021-01-01 00:00:00.000 +0300,11,5154
2024-01-01 00:00:00.000 +0300,522,392
2020-01-01 00:00:00.000 +0300,305,17
2021-01-01 00:00:00.000 +0300,435,509
2024-01-01 00:00:00.000 +0300,630,249
2021-01-01 00:00:00.000 +0300,143,409
2024-01-01 00:00:00.000 +0300,643,261
2023-01-01 00:00:00.000 +0300,569,1
2025-01-01 00:00:00.000 +0300,25,3685
2020-01-01 00:00:00.000 +0300,210,2228
2024-01-01 00:00:00.000 +0300,320,1
2024-01-01 00:00:00.000 +0300,79,759
2021-01-01 00:00:00.000 +0300,194,755
2020-01-01 00:00:00.000 +0300,63,5932
2021-01-01 00:00:00.000 +0300,504,1792
2024-01-01 00:00:00.000 +0300,539,56
2021-01-01 00:00:00.000 +0300,605,200
2021-01-01 00:00:00.000 +0300,110,1757
2023-01-01 00:00:00.000 +0300,542,82
2022-01-01 00:00:00.000 +0300,559,3
2025-01-01 00:00:00.000 +0300,14,547
2023-01-01 00:00:00.000 +0300,115,19
2023-01-01 00:00:00.000 +0300,135,7
2021-01-01 00:00:00.000 +0300,596,104
2023-01-01 00:00:00.000 +0300,28,619
2023-01-01 00:00:00.000 +0300,477,145055
2021-01-01 00:00:00.000 +0300,199,302
2020-01-01 00:00:00.000 +0300,168,18
2023-01-01 00:00:00.000 +0300,54,199
2024-01-01 00:00:00.000 +0300,574,2
2022-01-01 00:00:00.000 +0300,81,1983
2024-01-01 00:00:00.000 +0300,180,10
2023-01-01 00:00:00.000 +0300,633,75
2023-01-01 00:00:00.000 +0300,107,300
2021-01-01 00:00:00.000 +0300,546,264
2023-01-01 00:00:00.000 +0300,512,1209
2025-01-01 00:00:00.000 +0300,507,1820
2025-01-01 00:00:00.000 +0300,255,1
2024-01-01 00:00:00.000 +0300,60,2241
2023-01-01 00:00:00.000 +0300,513,115
2021-01-01 00:00:00.000 +0300,248,1
2021-01-01 00:00:00.000 +0300,107,333
2023-01-01 00:00:00.000 +0300,692,28
2022-01-01 00:00:00.000 +0300,121,49
2024-01-01 00:00:00.000 +0300,641,16
2021-01-01 00:00:00.000 +0300,578,6
2024-01-01 00:00:00.000 +0300,420,52
2022-01-01 00:00:00.000 +0300,122,92
2021-01-01 00:00:00.000 +0300,138,1
2025-01-01 00:00:00.000 +0300,247,1226
2023-01-01 00:00:00.000 +0300,169,51
2020-01-01 00:00:00.000 +0300,317,12
